dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,10.680711,2.573000,10.680831,2.835910,-2.985075,-0.000000,0.000000
0.020000,10.736235,2.573000,10.736355,2.776209,-2.985075,0.000000,0.000000
0.020000,10.790565,2.573000,10.790685,2.716507,-2.985075,-0.000000,0.000000
0.020000,10.843701,2.573000,10.843821,2.656806,-2.985075,-0.000000,0.000000
0.020000,10.895643,2.573000,10.895763,2.597104,-2.985075,0.000000,0.000000
0.020000,10.946392,2.573000,10.946512,2.537403,-2.985075,-0.000000,0.000000
0.020000,10.995946,2.573000,10.996066,2.477701,-2.985075,0.000000,0.000000
0.020000,11.044306,2.573000,11.044426,2.418000,-2.985075,-0.000000,0.000000
0.020000,11.091472,2.573000,11.091592,2.358299,-2.985075,0.000000,0.000000
0.020000,11.137443,2.573000,11.137563,2.298597,-2.985075,0.000000,0.000000
0.020000,11.182221,2.573000,11.182341,2.238896,-2.985075,0.000000,0.000000
0.020000,11.225805,2.573000,11.225925,2.179194,-2.985075,-0.000000,0.000000
0.020000,11.268195,2.573000,11.268315,2.119493,-2.985075,0.000000,0.000000
0.020000,11.309391,2.573000,11.309511,2.059791,-2.985075,0.000000,0.000000
0.020000,11.349393,2.573000,11.349513,2.000090,-2.985075,0.000000,0.000000
0.020000,11.388200,2.573000,11.388320,1.940388,-2.985075,-0.000000,0.000000
0.020000,11.425814,2.573000,11.425934,1.880687,-2.985075,0.000000,0.000000
0.020000,11.462234,2.573000,11.462354,1.820985,-2.985075,-0.000000,0.000000
0.020000,11.497460,2.573000,11.497580,1.761284,-2.985075,0.000000,0.000000
0.020000,11.531491,2.573000,11.531611,1.701582,-2.985075,-0.000000,0.000000
0.020000,11.564329,2.573000,11.564449,1.641881,-2.985075,0.000000,0.000000
0.020000,11.595972,2.573000,11.596092,1.582179,-2.985075,0.000000,0.000000
0.020000,11.626422,2.573000,11.626542,1.522478,-2.985075,-0.000000,0.000000
0.020000,11.655678,2.573000,11.655798,1.462776,-2.985075,0.000000,0.000000
0.020000,11.683739,2.573000,11.683859,1.403075,-2.985075,0.000000,0.000000
0.020000,11.710606,2.573000,11.710726,1.343373,-2.985075,0.000000,0.000000
0.020000,11.736280,2.573000,11.736400,1.283672,-2.985075,-0.000000,0.000000
0.020000,11.760759,2.573000,11.760879,1.223970,-2.985075,0.000000,0.000000
0.020000,11.784045,2.573000,11.784165,1.164269,-2.985075,-0.000000,0.000000
0.020000,11.806136,2.573000,11.806256,1.104567,-2.985075,-0.000000,0.000000
0.020000,11.827033,2.573000,11.827153,1.044866,-2.985075,0.000000,0.000000
0.020000,11.846737,2.573000,11.846857,0.985164,-2.985075,0.000000,0.000000
0.020000,11.865246,2.573000,11.865366,0.925463,-2.985075,-0.000000,0.000000
0.020000,11.882561,2.573000,11.882681,0.865761,-2.985075,0.000000,0.000000
0.020000,11.898682,2.573000,11.898802,0.806060,-2.985075,-0.000000,0.000000
0.020000,11.913609,2.573000,11.913729,0.746358,-2.985075,0.000000,0.000000
0.020000,11.927343,2.573000,11.927463,0.686657,-2.985075,0.000000,0.000000
0.020000,11.939882,2.573000,11.940002,0.626955,-2.985075,-0.000000,0.000000
0.020000,11.951227,2.573000,11.951347,0.567254,-2.985075,0.000000,0.000000
0.020000,11.961378,2.573000,11.961498,0.507552,-2.985075,0.000000,0.000000
0.020000,11.970335,2.573000,11.970455,0.447851,-2.985075,0.000000,0.000000
0.020000,11.978098,2.573000,11.978218,0.388149,-2.985075,-0.000000,0.000000
0.020000,11.984667,2.573000,11.984787,0.328448,-2.985075,0.000000,0.000000
0.020000,11.990042,2.573000,11.990162,0.268746,-2.985075,-0.000000,0.000000
0.020000,11.994223,2.573000,11.994343,0.209045,-2.985075,0.000000,0.000000
0.020000,11.997209,2.573000,11.997329,0.149343,-2.985075,0.000000,0.000000
0.020000,11.999002,2.573000,11.999122,0.089642,-2.985075,-0.000000,0.000000
0.020000,11.999800,2.573000,11.999920,0.039876,-2.488308,24.838308,0.000000
0.020000,12.000000,2.573000,12.000120,0.009995,-1.494030,49.713930,0.000000
0.020000,12.000000,2.573000,12.000120,0.000015,-0.499005,49.751244,0.000000
0.020000,12.000000,2.573000,12.000120,0.000000,-0.000746,24.912935,0.000000
